metro,white_value,white_rank,black_value,black_rank,asian_value,asian_rank,other_value,other_rank
"Lansing-East Lansing, MI Metro Area",0.00213077991862066,128,0.0016439348087888082,144.0,0.0017954016032475921,102.0,0.0021615914334377987,112
"Waco, TX Metro Area",0.0020865026302237244,129,0.0017436342389518787,137.0,0.0012249086907441423,146.0,0.001027372963305628,237
"Bloomington, IN Metro Area",0.002054214255870912,130,0.0011182628891233872,204.0,0.0018550074603251975,96.0,0.0008154321545981512,293
"Vallejo-Fairfield, CA Metro Area",0.0020435591548851185,131,0.003344225391407227,65.0,0.0045542526186823935,44.0,0.0030178856837342724,72
"Albany, OR Metro Area",0.0020391060692097796,132,0.0008350680183489894,267.0,0.001280258142285533,143.0,0.0013452075899470695,185
"Athens-Clarke County, GA Metro Area",0.002005212817809296,133,0.0016578604078309263,141.0,0.002181512849143948,80.0,0.0013129528996783028,190
"Olympia-Tumwater, WA Metro Area",0.0019774345360727297,134,0.0010606430786379356,214.0,0.0007706570814725251,220.0,0.0023852544063770083,99
"Huntsville, AL Metro Area",0.001977266012460069,135,0.003439750920546613,64.0,0.0014814535091661521,125.0,0.002454377998937981,93
"Shreveport-Bossier City, LA Metro Area",0.0019728379677307313,136,0.0025970475272730654,83.0,0.0006149799486625739,261.0,0.0014147131792411427,176
"Lake Havasu City-Kingman, AZ Metro Area",0.00194699321465182,137,0.00078006263558861,279.0,0.0005604521226300312,280.0,0.002392991814861974,98
"Syracuse, NY Metro Area",0.0019305568739840348,138,0.0017504532181103856,136.0,0.0015790667161259895,116.0,0.0013712125718596722,180
"Charlottesville, VA Metro Area",0.001929340807588936,139,0.0017590316339633541,135.0,0.0019606139200304016,92.0,0.001956176471568126,125
"Santa Rosa, CA Metro Area",0.0019036058146991884,140,0.0005765924164660065,328.0,0.0015908706814128407,113.0,0.002261908476265045,105
"Kalamazoo-Portage, MI Metro Area",0.001883023156322237,141,0.001578503770573047,150.0,0.0013521922389176928,139.0,0.0012426050841954374,202
"Crestview-Fort Walton Beach-Destin, FL Metro Area",0.0018817052094481379,142,0.0013306807862189212,169.0,0.0008194408576920392,203.0,0.0021037202421799774,114
"Lancaster, PA Metro Area",0.0018806245358142116,143,0.0012362890071225033,180.0,0.0010709490839434293,163.0,0.001642144315365928,155
"Bremerton-Silverdale, WA Metro Area",0.0018629276720703994,144,0.0009533602268517366,240.0,0.0015996634401801548,111.0,0.002530387713304519,88
"Gainesville, FL Metro Area",0.0018558910536249093,145,0.0019914887817438654,118.0,0.002738376949080882,65.0,0.0013077472297452972,192
"Salisbury, MD-DE Metro Area",0.0018543655311508882,146,0.002562239380019586,85.0,0.0008330951260674031,196.0,0.000993105262535926,243
"Tuscaloosa, AL Metro Area",0.0018538009315726216,147,0.002151337294330407,107.0,0.0005832010894812042,268.0,0.0011773129573741544,215
"Beaumont-Port Arthur, TX Metro Area",0.0018501832705134717,148,0.003988073019396729,55.0,0.001085002796385046,160.0,0.0008030891805062137,296
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",0.0018218881142396293,149,0.0017853509797165702,132.0,0.0005401547554021246,289.0,0.0012193072497469633,207
"Flagstaff, AZ Metro Area",0.0018092561847724113,150,0.0008708020381340032,258.0,0.000939968474109636,176.0,0.0024288140992631286,95
"Lincoln, NE Metro Area",0.0018063940023860248,151,0.0010527508726434719,216.0,0.0010181776161702174,171.0,0.001368811173001646,181
"Santa Cruz-Watsonville, CA Metro Area",0.0017998415259326264,152,0.0006402339519448672,307.0,0.002579210972292787,66.0,0.0018853871498267167,134
"St. Cloud, MN Metro Area",0.0017996963284416874,153,0.0012103459290129831,185.0,0.0023382102639506078,72.0,0.001484908683015687,167
"Roanoke, VA Metro Area",0.0017996267507094993,154,0.0016525698978043838,142.0,0.0011965081387419227,150.0,0.0010403490188666687,233
"Lynchburg, VA Metro Area",0.0017847199744699632,155,0.0018421938035077798,127.0,0.000787115164705407,213.0,0.0008763229222228264,270
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",0.0017762825777938804,156,0.0019215502327512362,124.0,0.002537332439505649,67.0,0.002240512159841997,107
"Wichita, KS Metro Area",0.001771239858012717,157,0.0012812657022791445,175.0,0.0007636664139413661,224.0,0.0009137076492177026,260
"Manchester-Nashua, NH Metro Area",0.0017704794324547959,158,0.000721624936249952,292.0,0.001234964984216691,145.0,0.0008819602115043895,268
"Corvallis, OR Metro Area",0.0017570356325068166,159,0.000569703425766449,331.0,0.0014494782713330473,128.0,0.0012878721142047364,195
"Oshkosh-Neenah, WI Metro Area",0.0017476037619075355,160,0.001121094737611835,203.0,0.0007653330009561546,223.0,0.0008947956753225512,265
"Visalia-Porterville, CA Metro Area",0.001745846693168683,161,0.0005229111572521913,341.0,0.0008202617829892542,202.0,0.0017301939029910085,142
"Gulfport-Biloxi-Pascagoula, MS Metro Area",0.0017391108773635346,162,0.0032300277062724397,67.0,0.000950957382943421,174.0,0.0014623381036939361,170
"Auburn-Opelika, AL Metro Area",0.0017368212064693294,163,0.001437954231822524,162.0,0.0013149583504001984,142.0,0.0008751646144740375,273
"Fayetteville, NC Metro Area",0.0017154491200511107,164,0.004169622373565739,51.0,0.0016332242515231252,110.0,0.0034850481804871666,61
"Worcester, MA-CT Metro Area",0.0017085226845675516,165,0.0009215068716420139,246.0,0.0014273416860901417,130.0,0.001667080482582971,151
"South Bend-Mishawaka, IN-MI Metro Area",0.0016897656015241068,166,0.0018171289884971252,129.0,0.0007761533303709733,217.0,0.0020444063830292393,120
"Youngstown-Warren-Boardman, OH-PA Metro Area",0.0016797033322651157,167,0.002030885041924848,114.0,0.0006200333353972239,260.0,0.0012742919528048297,199
"Kingsport-Bristol-Bristol, TN-VA Metro Area",0.0016683526442168395,168,0.0009983418556056536,226.0,0.0007400333611468522,229.0,0.0022122328896821133,109
"Medford, OR Metro Area",0.001655755623714744,169,0.0006293426464163536,310.0,0.0005650536210551527,278.0,0.0008488773098514649,280
"Lafayette-West Lafayette, IN Metro Area",0.0016492445318850044,170,0.0012116453584205269,184.0,0.0019733620961071715,89.0,0.001109822765589714,222
"Modesto, CA Metro Area",0.001646282088711886,171,0.0012934494596290068,173.0,0.001501924826099583,123.0,0.002403867706200433,97
"Toledo, OH Metro Area",0.0016441554912529051,172,0.0025401899775671223,86.0,0.001657294155064262,107.0,0.0019526630165382529,127
"Duluth, MN-WI Metro Area",0.0016423163897879122,173,0.0011756430989155345,193.0,0.0009616648624352634,173.0,0.0015737922326677456,160
"Sierra Vista-Douglas, AZ Metro Area",0.0016373518687049955,174,0.001164782997932686,195.0,0.0007724661789795392,218.0,0.0016459026479064018,153
"Logan, UT-ID Metro Area",0.0016251909179669534,175,0.00048102338066113653,360.0,0.000688739108552975,242.0,0.0008435368324012016,283
"State College, PA Metro Area",0.001594943011382057,176,0.0011157962292742717,205.0,0.0018607280408262348,95.0,0.000997778211144368,242
"Greenville, NC Metro Area",0.0015928047789058285,177,0.002174594552510449,105.0,0.0008335711720387312,195.0,0.0019944999827476266,122
"Bellingham, WA Metro Area",0.0015867512597526902,178,0.00048211056668351625,359.0,0.0015459052763469225,118.0,0.0013309628316800217,189
"York-Hanover, PA Metro Area",0.001579460509416874,179,0.00156077846115925,152.0,0.0010729562325805784,161.0,0.0015174630030092536,166
"Peoria, IL Metro Area",0.001563454286387653,180,0.0016019560949944982,148.0,0.0014078697118708827,135.0,0.0010689725956981846,228
"Montgomery, AL Metro Area",0.0015384238295956013,181,0.004031458578742007,54.0,0.0010956829495619043,156.0,0.001975479209370326,124
"Longview, TX Metro Area",0.0015345432152869102,182,0.0028956749199424395,75.0,0.0010433653634636672,168.0,0.0010886906383368213,225
"Hagerstown-Martinsburg, MD-WV Metro Area",0.00151660609306788,183,0.002330545772451294,98.0,0.0008271658670502393,200.0,0.0012337251491846156,204
"Fargo, ND-MN Metro Area",0.0015094347088351872,184,0.0008699566188720741,259.0,0.0012719339138441287,144.0,0.0013013533227569272,194
"Morgantown, WV Metro Area",0.0015008175142463154,185,0.0010069110210210082,225.0,0.0007374511712481812,230.0,0.0010359460564735496,235
"Norwich-New London, CT Metro Area",0.0015001823762267438,186,0.0011579289029254025,197.0,0.0010294567548221106,170.0,0.002586381292751835,84
"Cedar Rapids, IA Metro Area",0.0014956528387629335,187,0.0010393380822697827,219.0,0.0007655512871193558,222.0,0.0018282704032731856,138
"Daphne-Fairhope-Foley, AL Metro Area",0.0014937830775682741,188,0.0008229409330646286,269.0,0.0004751117581239979,319.0,0.0010765469850128192,226
"Bloomington, IL Metro Area",0.0014902705045779876,189,0.0011285963362683605,202.0,0.0013632475332792115,138.0,0.0009314870850078029,255
"Anchorage, AK Metro Area",0.0014811443012853775,190,0.0014278912494958484,164.0,0.00317368182855941,59.0,0.0022705570171102298,104
"Yuma, AZ Metro Area",0.0014753169752055497,191,0.0008398591550779317,263.0,0.0009415083218313339,175.0,0.0022740773539798712,103
"Harrisonburg, VA Metro Area",0.001460860844034826,192,0.0008075423332048349,273.0,0.000934422204120188,178.0,0.0006688976161849002,326
"Iowa City, IA Metro Area",0.0014599744692931325,193,0.0010084645967273018,224.0,0.001203322150943628,148.0,0.0008893924903341356,267
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",0.0014497659009622926,194,0.0017609592543745638,134.0,0.0010492833759752956,165.0,0.0017219612545096457,143
"Flint, MI Metro Area",0.0014317703855915506,195,0.0020039265031536017,115.0,0.0007526224957848382,226.0,0.0012687652511165068,200
"Mobile, AL Metro Area",0.001415986460510955,196,0.002182019009975982,104.0,0.0010866734062763678,159.0,0.0009676075093397283,250
"St. George, UT Metro Area",0.0014068640275460408,197,0.00042038696799343413,377.0,0.0004216806657854183,360.0,0.0012100015195427674,208
"Johnson City, TN Metro Area",0.0014016894123994178,198,0.0006978315011801862,295.0,0.0008433872017376176,191.0,0.001350639644964667,184
"Bowling Green, KY Metro Area",0.001395810178994533,199,0.0011981039449060083,189.0,0.0006926957457625525,241.0,0.0017152552334610063,145
"Kennewick-Richland, WA Metro Area",0.0013900104666592155,200,0.0008366633299859901,265.0,0.0004625140097651487,330.0,0.0019535821567445632,126
"Lawton, OK Metro Area",0.0013829500762248506,201,0.0020518795234508586,111.0,0.000971877849277119,172.0,0.002596997018770922,83
"Jackson, MS Metro Area",0.0013808389052500426,202,0.003645148286925645,62.0,0.0014224801719241137,132.0,0.0009627343133842355,251
"Odessa, TX Metro Area",0.0013736365696311284,203,0.0016517378485582162,143.0,0.0004398127809222917,345.0,0.0012858432328921735,196
"McAllen-Edinburg-Mission, TX Metro Area",0.0013622169119203932,204,0.000991580775252834,229.0,0.0006497397041024672,251.0,0.0015583166008372664,162
"Abilene, TX Metro Area",0.0013429072631423336,205,0.0015728449651583986,151.0,0.0008075172257561399,208.0,0.0013856405698489417,178
"Appleton, WI Metro Area",0.0013236203219921183,206,0.0006559165290792509,303.0,0.0008883071973482472,186.0,0.0010365051722744207,234
"Sebastian-Vero Beach, FL Metro Area",0.0013141306794754479,207,0.0009395807333120222,243.0,0.0007559930871304887,225.0,0.0007130974589633946,314
"Huntington-Ashland, WV-KY-OH Metro Area",0.0013104694130914212,208,0.0008356808201784128,266.0,0.000662371075156498,246.0,0.0007108910580101552,317
"Hickory-Lenoir-Morganton, NC Metro Area",0.0012967965672794715,209,0.0015176438491689987,154.0,0.0007818039813284196,215.0,0.001008937424693848,240
"Grand Forks, ND-MN Metro Area",0.0012706524850189076,210,0.0005443334678340911,337.0,0.0007720038631509512,219.0,0.000891586786889851,266
"Chico, CA Metro Area",0.0012681149153952569,211,0.0007607146798201659,286.0,0.001146996355652556,151.0,0.0016771003790570587,150
"Elizabethtown-Fort Knox, KY Metro Area",0.0012660430587772369,212,0.0013215550208970082,171.0,0.0014206400397126866,133.0,0.002083607556249871,117
"Wichita Falls, TX Metro Area",0.0012569464850268042,213,0.0014851951356360563,157.0,0.0008957074575117675,181.0,0.0009779401719373483,246
"San Angelo, TX Metro Area",0.0012542272654979092,214,0.0011632804062322944,196.0,0.0006397855720113504,257.0,0.0013587011048316047,183
"Grand Junction, CO Metro Area",0.0012305503952807597,215,0.0005994719552544825,320.0,0.0004339279678827614,350.0,0.0010346857939641774,236
"Davenport-Moline-Rock Island, IA-IL Metro Area",0.0012284608447228015,216,0.0013670898075057972,167.0,0.0008402578396702986,193.0,0.0011421507230179122,220
"Hanford-Corcoran, CA Metro Area",0.0012261145588814586,217,0.0017655537140936312,133.0,0.0008277841626551852,199.0,0.0027638801560148953,77
"Macon, GA Metro Area",0.0012253580278124606,218,0.0024589517941729327,89.0,0.0006216525961958491,259.0,0.0008539325651993232,279
"Panama City, FL Metro Area",0.0012219097147955498,219,0.0010998125072486879,207.0,0.0017578790216443694,103.0,0.001338229909412708,187
"Manhattan, KS Metro Area",0.001220293004529256,220,0.0008960565569995641,252.0,0.0005266081676406402,296.0,0.0008174637370088198,292
"Reno, NV Metro Area",0.0011967814526005999,221,0.0007535906442749775,287.0,0.0008400267492784724,194.0,0.00162939823047247,156
"Fort Wayne, IN Metro Area",0.0011945377735625767,222,0.0011954044406761218,190.0,0.0006565258641281376,250.0,0.0013930072010807345,177
"New Bern, NC Metro Area",0.0011875142524055886,223,0.0013682344376335135,166.0,0.00040025339381032657,378.0,0.0012408095865468502,203
"Evansville, IN-KY Metro Area",0.0011761712942878948,224,0.0008101208056219103,272.0,0.0008093093093171021,205.0,0.0007880276055770984,301
"Homosassa Springs, FL Metro Area",0.0011760345767512623,225,0.0005863316872482573,324.0,0.0004951906549482824,308.0,0.0005172025458069665,368
"Reading, PA Metro Area",0.001174382047227532,226,0.0008807447869307153,254.0,0.0005158984770030615,300.0,0.0018921130953943337,130
"Waterloo-Cedar Falls, IA Metro Area",0.001172447073260433,227,0.0007912398924424128,277.0,0.0004894196979587426,311.0,0.0014157067522172823,175
"Muncie, IN Metro Area",0.001170058253391807,228,0.0007698348753586486,282.0,0.0008430837126539672,192.0,0.0012855066660777607,197
"Bend-Redmond, OR Metro Area",0.0011695896540870573,229,0.0006233447453788595,312.0,0.000541710552838784,287.0,0.0009276165409106811,257
"Fort Smith, AR-OK Metro Area",0.0011682043106623363,230,0.0006590617946545271,302.0,0.000701550331222304,236.0,0.0016535444860797757,152
"Midland, TX Metro Area",0.0011656220624640886,231,0.0010500593288575114,217.0,0.00041940801340917635,361.0,0.0015307296542137006,164
"Tyler, TX Metro Area",0.0011544304720261787,232,0.002035346594444856,113.0,0.0010376975458988907,169.0,0.0009182922967957456,259
"Las Cruces, NM Metro Area",0.0011471144518781418,233,0.0006015563763290374,319.0,0.0006097713772007439,262.0,0.0007236459789748019,311
"Gainesville, GA Metro Area",0.0011353349786677582,234,0.0010420771495831046,218.0,0.0005379588388565888,290.0,0.0007062172339060935,318
"The Villages, FL Metro Area",0.0011353086304489257,235,0.0006788000203214523,300.0,0.0005617300398021336,279.0,0.0007126897097875574,316
"Erie, PA Metro Area",0.0011215008061394303,236,0.0009744007952587463,234.0,0.000687673004276028,244.0,0.0008450373484815722,282
"La Crosse-Onalaska, WI-MN Metro Area",0.001117594288681012,237,0.0005843037924587807,325.0,0.0008601196353803474,187.0,0.000615528922328802,340
"Terre Haute, IN Metro Area",0.0011083126971277032,238,0.0010872384496634323,211.0,0.0005127804261064804,303.0,0.0007814355798189749,303
"Warner Robins, GA Metro Area",0.001103187586696441,239,0.0021979724185850445,103.0,0.0005545834279058892,283.0,0.0012814198495643711,198
"Ithaca, NY Metro Area",0.001101193127440968,240,0.0009017591205439789,250.0,0.0010887664210486737,158.0,0.0008695851080743437,274
"Ames, IA Metro Area",0.0010950829647412828,241,0.0006449949712612825,305.0,0.0006985515288321173,238.0,0.0006597975446812783,328
"Battle Creek, MI Metro Area",0.0010819643451654428,242,0.0008963693634503425,251.0,0.0005804896299315916,271.0,0.0006994276671697163,320
"Muskegon, MI Metro Area",0.0010809786351252046,243,0.0010763123823132104,213.0,0.0004579774198922704,334.0,0.0008243349684377837,288
"Merced, CA Metro Area",0.0010807422259135938,244,0.0012027010146874809,187.0,0.00282163840583539,62.0,0.002632151777666643,82
"St. Joseph, MO-KS Metro Area",0.0010797926871297951,245,0.00123803022489,179.0,0.0008067915051063791,209.0,0.0010259655767762142,238
"Amarillo, TX Metro Area",0.0010787484914828575,246,0.0018654693120758504,126.0,0.0006277557543300399,258.0,0.0008950032629253182,264
"Burlington-South Burlington, VT Metro Area",0.0010761187401266132,247,0.0004607057350133384,367.0,0.0005253675589167818,297.0,0.0007581863566453355,306
"Mount Vernon-Anacortes, WA Metro Area",0.0010745980112664465,248,0.0006307721657693478,309.0,0.0008938862428349028,182.0,0.0012024029443544438,211
"Saginaw, MI Metro Area",0.0010550751800470874,249,0.0017252607686628458,138.0,0.0005133390375925066,302.0,0.0007023399875645566,319
"Lake Charles, LA Metro Area",0.001051422202752579,250,0.0016057548099160791,147.0,0.0005324534929907539,293.0,0.0005831167658229573,348
"Coeur d'Alene, ID Metro Area",0.001048072119585232,251,0.0004100133708413451,382.0,0.0004397173883973504,346.0,0.0011564922657537908,217
"Canton-Massillon, OH Metro Area",0.0010442531851295438,252,0.0008678194712141252,260.0,0.000642711266550538,255.0,0.0009848749320139284,245
"Mankato-North Mankato, MN Metro Area",0.001043653579929524,253,0.0006164303051486843,313.0,0.0006575823361799212,248.0,0.0008635589175110096,276
"Yuba City, CA Metro Area",0.0010260160984148254,254,0.0004982673277613104,356.0,0.0008090729730317711,206.0,0.0013591854283304882,182
"Columbia, MO Metro Area",0.0010164381426596035,255,0.0007827246810433601,278.0,0.0007452337057347427,227.0,0.0008481797633778126,281
"Charleston, WV Metro Area",0.0010079596391522575,256,0.0008257352073535545,268.0,0.000557281446796461,281.0,0.0010730402671308306,227
